date,time,domain,srcip,destip,c0,usr,level,type,phyaddr,state,backupduration,backupvolume,n0,pwd
1390542628,19:56,west.uk.domain.lcl,199.168.107.142,177.82.233.221,08ce624c56aeecd827553cc7cafa35c8,bwilson1x,warn,fail,0x00-10-61-74-AC-5F-9E,OH,5.59,1228.74,5.61E+16,0471b113427d75ed27e274350b461783eca78749
1368842343,10:44,east.uk.domain.lcl,67.149.186.197,91.52.63.229,c65cfd9700823e03a8618258954d5cb5,jchavez1y,warn,retry,0x00-0B-2B-BB-A1-A0-8C,FL,4.38,728.08,3.54E+15,0471b113427d75ed27e274350b461783eca78749
1223487546,16:32,west.us.domain.lcl,59.84.127.248,221.59.15.134,9d435f27687256ba9fe4c5f92ea168e4,tmorris1z,warn,lock,0x00-D6-F1-27-BC-85-6D,PA,14.62,1807.01,6.76E+17,0471b113427d75ed27e274350b461783eca78749
1460106247,7:40,east.us.domain.lcl,240.75.156.109,31.206.41.143,31214705d65b4379576b0155539f1137,ereynolds20,error,retry,0x00-E9-4B-09-D9-AF-0A,CA,7.38,1055.55,4.18E+15,0471b113427d75ed27e274350b461783eca78749
1238387325,5:08,west.us.domain.lcl,82.76.94.53,36.72.238.46,0278ebc2da824ff00a6776947d67b69d,bmiller21,error,retry,0x00-9E-EF-B5-F2-21-3E,NE,9.16,1332.59,3.56E+15,0471b113427d75ed27e274350b461783eca78749
1468165811,9:40,east.us.domain.lcl,28.148.51.141,207.175.176.195,6ac0d8de08e252545cdbce341e69c22c,smitchell22,error,success,0x00-EA-74-40-A8-D7-17,GA,3.77,1812.33,3.55E+15,0471b113427d75ed27e274350b461783eca78749
1220965706,1:39,west.us.domain.lcl,1.226.167.45,26.174.176.150,bbb5fa1780aeb75e27aeb1f3b7132084,parmstrong23,info,retry,0x00-B3-B2-42-69-8A-92,NE,3.7,1241.46,6.30E+18,0471b113427d75ed27e274350b461783eca78749
1384481494,13:42,west.uk.domain.lcl,247.72.130.231,173.108.55.45,93781c1de5b401fa156ec7792b4cba85,dalexander24,critical,lock,0x00-93-F6-F9-DA-BB-C0,CA,7.06,705.64,3.57E+15,0471b113427d75ed27e274350b461783eca78749
1467130110,17:29,west.us.domain.lcl,242.248.232.85,215.228.195.254,fe8328345b9e88833d0c7a7d8f158cee,cgardner25,warn,fail,0x00-FE-80-BD-42-C0-FC,NY,4.37,655.46,3.55E+15,0471b113427d75ed27e274350b461783eca78749
1153431819,1:37,east.us.domain.lcl,182.238.58.208,34.247.17.88,ba0f6998847600e1542f04b0bc593521,vclark26,info,lock,0x00-E3-4E-9C-AB-6B-ED,MN,3.49,1810.48,3.58E+15,0471b113427d75ed27e274350b461783eca78749
1410839086,23:44,west.uk.domain.lcl,121.155.49.16,124.178.208.171,a0de50a1c5be115e45a7682b6c0d618d,jowens27,warn,retry,0x00-C4-35-6D-54-54-AF,VA,10.95,1098.27,5.43E+15,0471b113427d75ed27e274350b461783eca78749
1152108101,19:09,east.uk.domain.lcl,76.16.104.21,34.232.240.171,e4aac507fcfbe7ef21491e1e2a9b3eb0,lmiller28,info,fail,0x00-98-9D-42-01-07-36,DC,9.15,1520.37,6.77E+18,0471b113427d75ed27e274350b461783eca78749
1243294002,21:54,west.uk.domain.lcl,201.186.41.8,178.220.67.21,79aba46c441d99263755106f4dbafff4,wgonzales29,critical,fail,0x00-92-BA-17-6A-DD-54,IL,7.6,1744.49,3.56E+15,0471b113427d75ed27e274350b461783eca78749
1189642588,4:10,east.uk.domain.lcl,185.53.223.246,223.217.243.242,7a0addac2653c2ee65338392df8bfe95,bwelch2a,error,lock,0x00-3C-CF-0F-FC-93-68,MI,12.07,1549.37,3.05E+13,0471b113427d75ed27e274350b461783eca78749
1221187156,15:21,west.uk.domain.lcl,41.21.45.243,220.125.78.54,ed0155da54fecb32d60763468ebc2f93,jwatkins2b,error,fail,0x00-A3-96-3C-E9-32-E4,TX,14.12,1479.7,5.01E+15,0471b113427d75ed27e274350b461783eca78749
1321709792,22:49,west.us.domain.lcl,217.3.24.147,28.134.209.4,1183cb621f42bdd74cf48279582617af,ksanchez2c,error,fail,0x00-E1-18-A5-95-6F-C8,DC,7.14,802.09,3.38E+14,0471b113427d75ed27e274350b461783eca78749
1281317941,11:24,east.uk.domain.lcl,165.178.121.210,197.53.229.196,a5ac225f585c140837c2ad7a5ce70c7d,rfoster2d,critical,lock,0x00-96-99-5C-14-31-7E,NY,12.53,523.36,5.60E+15,0471b113427d75ed27e274350b461783eca78749
1205953060,4:27,west.us.domain.lcl,232.243.114.116,95.156.161.45,a31907e8fca8456d1f7cbc1d0ad0adc4,rfrazier2e,warn,retry,0x00-97-B2-16-7A-BB-D9,CA,13.4,1267.98,3.57E+15,0471b113427d75ed27e274350b461783eca78749
1374566201,23:28,west.us.domain.lcl,179.215.211.79,123.40.180.12,6a13d4519154af1cd1392cf0e08b50aa,rparker2f,warn,fail,0x00-49-D1-02-09-DD-86,FL,12.79,1190.85,3.54E+15,0471b113427d75ed27e274350b461783eca78749
1263298110,23:50,west.us.domain.lcl,239.209.38.198,178.99.80.191,4e8c472b5558a55c159971f9f83f8474,jmason2g,error,fail,0x00-95-3E-69-D5-94-04,CA,13.4,1824.71,3.54E+15,0471b113427d75ed27e274350b461783eca78749
1277190624,12:52,east.uk.domain.lcl,130.119.132.166,56.64.163.226,646f95a7340eec7266b28b2ca4e5f152,awoods2h,info,success,0x00-38-DC-5B-92-1F-28,TX,9.02,1055.37,5.00E+15,0471b113427d75ed27e274350b461783eca78749
1329760915,18:00,east.us.domain.lcl,249.63.165.155,126.207.187.119,c69c5630d97da8c8d8f9983818f82024,bgilbert2i,warn,success,0x00-E8-24-14-0F-15-36,IA,7.18,840.57,3.59E+15,0471b113427d75ed27e274350b461783eca78749
1339396504,19:02,west.uk.domain.lcl,65.172.6.244,233.133.80.109,617f5e6a4bf72388df5423b1202f9417,gelliott2j,critical,success,0x00-A3-BA-DE-AB-5D-4E,CA,3.4,1277.31,4.94E+17,0471b113427d75ed27e274350b461783eca78749
1299930514,4:07,east.us.domain.lcl,115.202.142.110,36.197.183.84,3192a392f66e54758c839393def5507e,jrice2k,warn,success,0x00-D0-49-74-41-4F-72,OH,8.82,781.54,3.54E+15,0471b113427d75ed27e274350b461783eca78749
1205831195,18:03,west.us.domain.lcl,173.194.28.248,121.76.0.140,2ddd18a560e396e2c82a36ad8e354a38,kbowman2l,critical,retry,0x00-FE-07-98-96-67-7D,FL,8.69,1884.59,3.59E+15,0471b113427d75ed27e274350b461783eca78749
1470195288,15:16,east.us.domain.lcl,109.183.66.55,182.192.40.40,e48524eef6834239ee6ffff3ea4d5569,bkim2m,info,lock,0x00-1D-B4-70-91-EA-93,NC,6.88,1294.1,5.60E+15,0471b113427d75ed27e274350b461783eca78749
1309094973,21:46,east.uk.domain.lcl,235.96.100.151,162.124.115.96,0a2dcf43e9fc5ecacd43463766df8a8f,shunter2n,critical,lock,0x00-C6-F0-5B-5A-AA-DE,OK,7.09,1653.75,3.54E+15,0471b113427d75ed27e274350b461783eca78749
1248353762,16:43,east.us.domain.lcl,138.6.180.220,182.192.27.97,1d9a028278a245e8a438471e5a60461c,ljohnson2o,error,retry,0x00-2C-35-05-BB-87-EE,GA,3.99,1126.31,5.21E+15,0471b113427d75ed27e274350b461783eca78749
1391452438,2:55,west.uk.domain.lcl,198.201.19.158,202.14.144.197,6010275209cb3843df165d7f9972e0d4,lreynolds2p,warn,success,0x00-AE-1E-21-2D-7C-12,AK,12.96,1515.83,3.55E+15,0471b113427d75ed27e274350b461783eca78749
1192192104,12:58,east.us.domain.lcl,211.161.116.204,232.230.124.205,588e96f5326ef7307b15b27fec4ac85e,cgutierrez2q,critical,lock,0x00-A2-F9-3A-AC-F9-A8,IN,9.93,1275.5,5.01E+15,0471b113427d75ed27e274350b461783eca78749
1171149323,12:57,west.uk.domain.lcl,241.42.72.98,177.167.168.104,c59f5a509ed87e792378b97394b8d629,rgarcia2r,warn,retry,0x00-4E-2A-A9-8B-9C-9A,IN,4.4,1185.08,6.76E+17,0471b113427d75ed27e274350b461783eca78749
1211632946,8:02,east.uk.domain.lcl,223.50.118.225,200.251.24.1,7a09a891b86618c951d2727ffa554b61,jreed2s,critical,success,0x00-8A-1F-43-43-F0-71,DC,7.56,1081.93,3.53E+15,0471b113427d75ed27e274350b461783eca78749
1459046276,10:52,west.us.domain.lcl,217.146.135.218,230.216.19.146,767ccccbcf952da019225c81e36994de,darmstrong2t,critical,fail,0x00-C3-71-75-D5-DF-F3,OH,14.28,1742.87,3.02E+13,0471b113427d75ed27e274350b461783eca78749
1279646695,10:59,west.us.domain.lcl,192.107.17.84,137.31.209.183,8e2a8fd1324fe2053223242f056412d7,rharvey2u,info,success,0x00-DB-1A-75-66-58-75,ID,5.02,942.6,5.60E+15,0471b113427d75ed27e274350b461783eca78749
1417565620,14:09,west.us.domain.lcl,45.132.171.116,218.212.177.147,12a49699f5cbbe54742d2e34838c24c9,phughes2v,critical,retry,0x00-E2-DB-B6-F8-55-E6,FL,8.1,1650.05,3.62E+13,0471b113427d75ed27e274350b461783eca78749
1182024917,3:03,east.us.domain.lcl,1.82.124.186,70.50.23.190,9ccd506ee43a8e05bf82a822838e4d5c,lpalmer2w,critical,lock,0x00-49-7A-D8-AD-AA-4E,TX,5.85,1054.51,4.91E+15,0471b113427d75ed27e274350b461783eca78749
